question,answer,image_id
what is below the bedside lamp between the bed and the window,night_stand,image914
what are the most colorful objects in this picture,"bed_sheets, map",image525
what is the wooden object in front of the radiator,dresser,image171
what is the brown object on the left side of the pink laundry basket,crib,image944
what is on the chair behind the reception counter,jacket,image453
what is the rectangular shaped object on the night stand on the right side of the bed,laptop,image79
how many towels are hanging on the towel rods,3,image675
what is on the left side of the sink and the faucet handle on the top of the cabinet,cutting_board,image860
what is in front of the fireplace behind the leather chair,book,image1323
what is the most colorful object in this picture,blanket,image1287
what is the decorative object on the coffee table,decorative_bowl,image1287
what is in the corner of the wall on the left side of the bookshelf,hockey_stick,image80
how many lamps are on the ceiling in this picture,4,image271
how many lamps are reflected in the mirror,1,image1016
how many sofa side tables are in the living room,2,image1337
what color is the bedside lamp behind the bottle of water,black,image73
what is on the left side of the wardrobe door below the cushions,window_seat,image1179
how many remote controls are on the right arm of the chair close to the purple stool,2,image1263
what is the gray object in front of the cabinet on the floor,step_stool,image884
which objects are for playing ping pong in this picture,"ping_pong_racket, ping_pong_table",image641
what is between the pictures on the right side of the dvd player,television,image192
what is on the door of the wardrobe on the left side of the blinds,mirror,image441
what is between the display cabinet and the bookshelf,door_way,image1421
how many frames are on the wall above the lamp shade and the armchair,3,image588
what kind of table is on the right side of the room,ping_pong_table,image640
what is the white object on the floor between the toilet and the bathtub,floor_mat,image723
what are the most colorful objects in this picture,"floor_mat, blanket",image1151
what is the black object on the right side of the flipped table,chair,image28
what is in front of the piano on the runner rug,piano_bench,image1279
what is the long object in the middle of the store in front of the shelves,column,image225
how many drawer handles are on the left side of the armchair in this picture,3,image389
what color is the mirror frame above the sink,brown,image679
what is the largest dark brown object in this picture,table,image1424
which objects have the flower pattern,bed_sheets,image1075
