question,answer,image_id
what is on the right side of the cooking pan,oven,image867
what is on the bed,pillow,image1080
what object is found on the left of the lamp,books,image983
what is found near the wall,cabinet,image1434
what is the brown wooden object behind the flat screen in front of the wall,dresser,image63
how many legs in the stool,4,image735
what is the colour of juice maker,white,image751
how many chairs are there,3,image840
what object is found on the right side,lamp,image974
what is behind the bag,desk,image388
what is on the wall,picture,image966
what is on the left side of the chair,refridgerator,image565
what is in front of the table,dog,image1331
what is on the left side of the bed,bag,image1157
what is on the stove,stove_burner,image126
what is to the left of the door way,lamp,image1443
what are on the both sides of the photo,window,image1391
what is on the right side of the sink,curtain,image656
what is the colour of the pilar,white,image107
how many shelves does the bookcase have on the left side of the sweatshirts,6,image99
what is the object close to the sink,faucet,image708
what is on the right side of the blinds,table,image441
what is to the right of bottle,glass,image127
what object is in the right side,refridgerator,image871
what is in front of the chair,table,image1278
what is found near the bed,dog_toy,image1144
what is behind the sink,candlestick,image143
what is on the wall,framed_certificate,image1029
how many chairs are there,2,image629
what is the object on the floor in front of the wall,television,image912
how many chairs are,2,image243
what is in front of the basket ball,papers,image476
what is the object on the table right of the sofa,lamp,image588
what is behind the curtains,blinds,image1398
what is on the wall,television,image1112
what is on the right side of the mouse,tape,image456
what is the colour of the wall,red,image1400
what in the middle of the television stand,books,image164
how many colours of towels are there,5,image785
what is near the door,printer,image449
what is behind the table,television,image1290
what is on the left side of the soap,bottle_of_hand_wash_liquid,image771
what is the white cloth on the right side of the sink,towel,image861
what is behind the television,window,image1319
what is stuck on the right wall,paper,image20
what is near the lamp,sofa,image151
what is the black and white round object on the top right of the brown cork board,clock,image22
what is the object on the table,paper,image1399
what is right side of the book,chair,image54
what is on the right side of the stand,sofa,image485
what is there in the left side,door,image1027
what is stuck on the wall,wall_decoration,image1377
what is to the left of the computer,bookshelf,image964
what is hung on the wall,wall_decoration,image1026
how many handles found,6,image846
what is at the bottom of the cupboard,knife_rack,image759
what is on the table,"lamp, paper, cream_tube, shaving_cream",image932
what is the object on the floor in front of the cabinet,garbage_bin,image877
what is on the shelf of the white board,"whiteboard_eraser, whiteboard_marker",image631
what are the objects on the sink,"toothpaste, comb, bottle_of_hand_wash_liquid, hand_sanitizer, bar_of_soap, towel",image697
what is right of television,fan,image595
what is on the door,door_knob,image635
what is on the right side of the tap,bottle_of_hand_wash_liquid,image731
what is the object behind the screen,bathtub,image649
what is to the right of the table,sofa,image1309
how many tall chairs are there,5,image1385
what object is found to the right side of the chair,paper_tray,image910
what is found on the left side of sink,storage_rack,image700
what is above the sink,shelves,image567
what is the colour of the sofa,brown,image383
what is placed on the table,"telephone, stand",image600
what is on the left side of the wooden wall,"chair, stool",image478
what is the large white object next to the white wall on the small table,printer,image24
what is on the table,"book, paper, bottle",image1259
what is on the show piece shelf,mirror,image1326
what is at the top right corner,photo,image1417
